name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,loan
Marçal,Left-Back,33,1.5,England,Premier League,Wolverhampton Wanderers,Brazil,Série A,Botafogo de Futebol e Regatas,0,False
Youssouf M'Changama,Attacking Midfield,31,1.5,France,Ligue 2,EA Guingamp,France,Ligue 1,AJ Auxerre,0,False
Raúl Gudiño,Goalkeeper,26,1.5,Mexico,Liga MX Apertura,Deportivo Guadalajara,United States,MLS,Atlanta United FC,0,False
Ömer Toprak,Centre-Back,32,1.5,Germany,Bundesliga,SV Werder Bremen,Turkey,Süper Lig,Antalyaspor,0,False
Kalifa Coulibaly,Centre-Forward,31,1.5,France,Ligue 1,FC Nantes,Serbia,Super liga Srbije,Red Star Belgrade,0,False
Ragnar Ache,Centre-Forward,23,1.5,Germany,Bundesliga,Eintracht Frankfurt,Germany,2. Bundesliga,SpVgg Greuther Fürth,0,True
Aden Flint,Centre-Back,32,1.5,Wales,Championship,Cardiff City,England,Championship,Stoke City,0,False
Pedrinho,Central Midfield,29,1.5,Portugal,Liga Portugal,Gil Vicente FC,Turkey,Süper Lig,MKE Ankaragücü,0,False
Stanislav Kritsyuk,Goalkeeper,31,1.5,Russia,Premier Liga,Zenit St. Petersburg,Portugal,Liga Portugal,Gil Vicente FC,0,False
Nemanja Miletic,Centre-Back,31,1.5,Serbia,Super liga Srbije,FK Partizan Belgrade,Cyprus,Protathlima Cyta,Omonia Nicosia,0,False
Gabriel,Goalkeeper,29,1.5,Italy,Serie A,US Lecce,Brazil,Série A,Coritiba Foot Ball Club,0,False
Jean-Kévin Augustin,Centre-Forward,25,1.5,France,Ligue 1,FC Nantes,Switzerland,Super League,FC Basel 1893,0,False
Frederik Jäkel,Centre-Back,21,1.5,Germany,Bundesliga,RB Leipzig,Germany,2. Bundesliga,Arminia Bielefeld,0,True
Burak Yilmaz,Centre-Forward,36,1.5,France,Ligue 1,LOSC Lille,Netherlands,Eredivisie,Fortuna Sittard,0,False
Brayan Angulo,Left-Back,32,1.5,Mexico,Liga MX Apertura,Club Tijuana,Mexico,Liga MX Apertura,Deportivo Toluca,0,False
Lazare Amani,Central Midfield,24,1.5,Belgium,Jupiler Pro League,RSC Charleroi,Belgium,Jupiler Pro League,Royale Union Saint Gilloise,0,False
Jimmy Giraudon,Centre-Back,30,1.5,France,Ligue 1,ESTAC Troyes,France,Ligue 2,AS Saint-Étienne,0,False
Milan Djuric,Centre-Forward,32,1.5,Italy,Serie A,US Salernitana 1919,Italy,Serie A,Hellas Verona,0,False
Yoel Bárcenas,Right Winger,28,1.5,Mexico,Liga MX Apertura,Club Tijuana,Mexico,Liga MX Apertura,Mazatlán FC,0,False
Ivan Ignatjev,Centre-Forward,23,1.5,Russia,1.Division,Rubin Kazan,Russia,Premier Liga,Lokomotiv Moscow,0,False
Fernandinho,Defensive Midfield,37,1.5,England,Premier League,Manchester City,Brazil,Série A,Club Athletico Paranaense,0,False
Marin Ljubicic,Centre-Forward,20,1.5,Croatia,SuperSport HNL,HNK Hajduk Split,Austria,Bundesliga,LASK,0,True
George Honeyman,Attacking Midfield,27,1.5,England,Championship,Hull City,England,Championship,Millwall FC,0,False
Ivan Santini,Centre-Forward,33,1.5,Saudi Arabia,Professional League,Al-Fateh,Switzerland,Super League,FC Zürich,0,False
Dorgeles Nene,Centre-Forward,19,1.5,Austria,Bundesliga,Red Bull Salzburg,Belgium,Jupiler Pro League,KVC Westerlo,0,True
Sinan Kurt,Central Midfield,27,1.5,Turkey,Süper Lig,Adana Demirspor,Turkey,1.Lig,Eyüpspor,0,False
Yan Eteki,Central Midfield,24,1.5,Spain,LaLiga2,Granada CF,Portugal,Liga Portugal,Casa Pia AC,0,False
Clément Vidal,Centre-Back,22,1.5,France,Ligue 1,Montpellier HSC,France,Ligue 1,AC Ajaccio,0,False
Lukas Sadilek,Attacking Midfield,26,1.5,Czech Republic,Fortuna Liga,1.FC Slovacko,Czech Republic,Fortuna Liga,AC Sparta Prague,0,False
César Pinares,Attacking Midfield,31,1.5,Turkey,1.Lig,Altay SK,Chile,Primera División,CD Universidad Católica,0,False
David Barbona,Left Winger,27,1.5,Mexico,Liga MX Apertura,Club Tijuana,Mexico,Liga MX Apertura,Querétaro FC,0,True
Gavin Kilkenny,Central Midfield,22,1.5,England,Premier League,AFC Bournemouth,England,Championship,Stoke City,0,True
Simon Adingra,Left Winger,20,1.5,England,Premier League,Brighton & Hove Albion,Belgium,Jupiler Pro League,Royale Union Saint Gilloise,0,True
Riccardo Ciervo,Left Winger,20,1.5,Italy,Serie A,US Sassuolo,Italy,Serie B,Frosinone Calcio,0,True
Rómulo Otero,Attacking Midfield,29,1.5,Mexico,Liga MX Apertura,CD Cruz Azul,Brazil,Série A,Fortaleza Esporte Clube,0,False
Maya Yoshida,Centre-Back,33,1.5,Italy,Serie A,UC Sampdoria,Germany,Bundesliga,FC Schalke 04,0,False
Steven Sessegnon,Right-Back,22,1.5,England,Premier League,Fulham FC,England,League One,Charlton Athletic,0,True
Steve Mandanda,Goalkeeper,37,1.5,France,Ligue 1,Olympique Marseille,France,Ligue 1,Stade Rennais FC,0,False
Ivan Saranic,Right Winger,19,1.5,Croatia,SuperSport HNL,GNK Dinamo Zagreb,Slovenia,Prva Liga,NK Bravo,0,True
John Mary,Centre-Forward,29,1.5,Saudi Arabia,Professional League,Al-Shabab Club (Riyadh),Japan,J1 League,Avispa Fukuoka,0,False
Leonardo Sernicola,Left-Back,24,1.5,Italy,Serie A,US Sassuolo,Italy,Serie A,US Cremonese,0,False
Zé Carlos,Right-Back,23,1.5,Portugal,Liga Portugal,SC Braga,Spain,LaLiga2,UD Ibiza,0,True
Rey Manaj,Centre-Forward,25,1.5,Spain,LaLiga,FC Barcelona,England,Championship,Watford FC,0,False
Iñigo Vicente,Left Winger,24,1.5,Spain,LaLiga,Athletic Bilbao,Spain,LaLiga2,Racing Santander,0,False
Denys Favorov,Right-Back,31,1.5,Ukraine,Premier Liga,Zorya Lugansk,Poland,3 Liga - Group IV,Wieczysta Krakow,0,False
Rubén Yáñez,Goalkeeper,28,1.5,Spain,LaLiga,Getafe CF,Spain,LaLiga2,Málaga CF,0,False
Mitchell Weiser,Right-Back,28,1.5,Germany,Bundesliga,Bayer 04 Leverkusen,Germany,Bundesliga,SV Werder Bremen,0,False
Malik Tillman,Attacking Midfield,20,1.5,Germany,Bundesliga,Bayern Munich,Scotland,Premiership,Rangers FC,0,True
Benoît Costil,Goalkeeper,35,1.5,France,Ligue 2,FC Girondins Bordeaux,France,Ligue 1,AJ Auxerre,0,False
Riad Bajić,Centre-Forward,28,1.5,Italy,Serie A,Udinese Calcio,Turkey,Süper Lig,Giresunspor,0,False
Óscar Vanegas,Centre-Back,26,1.5,Mexico,Liga MX Apertura,Deportivo Toluca,Colombia,Liga DIMAYOR II,Millonarios FC,0,False
Alonso Aceves,Left-Back,21,1.5,Mexico,Liga MX Apertura,CF Pachuca,Spain,LaLiga2,Real Oviedo,0,True
Sergi Enrich,Centre-Forward,32,1.5,Spain,LaLiga2,SD Ponferradina,Spain,LaLiga2,Real Oviedo,0,False
Moussa Wagué,Right-Back,23,1.5,Spain,LaLiga,FC Barcelona,Croatia,SuperSport HNL,HNK Gorica,0,False
Luis Binks,Centre-Back,20,1.5,Italy,Serie A,Bologna FC 1909,Italy,Serie B,Como 1907,0,True
Davide Diaw,Centre-Forward,30,1.5,Italy,Serie A,AC Monza,Italy,Serie B,Modena FC,0,True
Luiz Phellype,Centre-Forward,28,1.5,Portugal,Liga Portugal,Sporting CP,Japan,J1 League,FC Tokyo,0,True
Cristo González,Centre-Forward,24,1.5,Italy,Serie A,Udinese Calcio,Spain,LaLiga2,Sporting Gijón,0,True
Nicholas Gioacchini,Centre-Forward,21,1.5,France,Ligue 2,SM Caen,United States,MLS,Orlando City SC,0,False
Marcelo Flores,Attacking Midfield,18,1.5,England,Premier League 2,Arsenal FC U21,Spain,LaLiga2,Real Oviedo,0,True
Victor Lobry,Attacking Midfield,27,1.5,France,Ligue 2,Pau FC,France,Ligue 2,AS Saint-Étienne,0,False
Samuel Owusu,Right Winger,26,1.5,Saudi Arabia,Professional League,Al-Fayha FC,Serbia,Super liga Srbije,FK Cukaricki,0,False
Vitolo,Left Winger,32,1.5,Spain,LaLiga,Atlético de Madrid,Spain,LaLiga2,UD Las Palmas,0,True
Dwight Gayle,Centre-Forward,32,1.5,England,Premier League,Newcastle United,England,Championship,Stoke City,0,False
Jandro Orellana,Defensive Midfield,21,1.5,Spain,Primera Federación - Gr. II,FC Barcelona Atlètic,Andorra,LaLiga2,FC Andorra,0,False
Gabaski,Goalkeeper,33,1.5,Egypt,Premier League,Zamalek SC,Egypt,Premier League,Bank El Ahly,0,False
Alonso Escoboza,Left-Back,29,1.5,Mexico,Liga MX Apertura,CF América,Mexico,Liga MX Apertura,CD Cruz Azul,0,False
Michael Folorunsho,Central Midfield,24,1.5,Italy,Serie A,SSC Napoli,Italy,Serie B,SSC Bari,0,True
Tiago Gouveia,Right Winger,21,1.5,Portugal,Liga Sabseg,SL Benfica B,Portugal,Liga Portugal,GD Estoril Praia,0,True
Arthur Okonkwo,Goalkeeper,20,1.5,England,Premier League 2,Arsenal FC U21,England,League Two,Crewe Alexandra,0,True
Fábio Gomes,Centre-Forward,25,1.5,Brazil,Série A,Clube Atlético Mineiro,Brazil,Série B,Club de Regatas Vasco da Gama,0,True
Andre Poko,Defensive Midfield,29,1.5,Turkey,1.Lig,Altay SK,Saudi Arabia,Professional League,Al-Khaleej,0,False
Cote,Left-Back,32,1.5,Spain,LaLiga,CA Osasuna,Spain,LaLiga2,Sporting Gijón,0,False
Marcinho,Right-Back,26,1.5,Cyprus,Protathlima Cyta,Pafos FC,Brazil,Série B,Esporte Clube Bahia,0,True
Jonas Toró,Left Winger,23,1.5,Brazil,Série A,São Paulo Futebol Clube,Greece,Super League 1,Panathinaikos Athens,0,False
Braian Ojeda,Central Midfield,22,1.5,England,Premier League,Nottingham Forest,United States,MLS,Real Salt Lake City,0,True
Lenny Pintor,Left Winger,21,1.5,France,Ligue 1,Olympique Lyon,France,Ligue 2,AS Saint-Étienne,0,False
Sergio Carreira,Right-Back,21,1.5,Spain,LaLiga,Celta de Vigo,Spain,LaLiga2,Villarreal CF B,0,True
Kyle Duncan,Right-Back,24,1.5,Belgium,Jupiler Pro League,KV Oostende,United States,MLS,New York Red Bulls,0,True
Lautaro Blanco,Left-Back,23,1.5,Spain,LaLiga,Elche CF,Argentina,Liga Profesional,CA Rosario Central,0,True
Fede San Emeterio,Central Midfield,25,1.5,Spain,LaLiga,Real Valladolid CF,Spain,LaLiga,Cádiz CF,0,False
Joel Robles,Goalkeeper,32,1.5,Spain,LaLiga,Real Betis Balompié,England,Premier League,Leeds United,0,False
Douglas Tanque,Centre-Forward,28,1.5,United Arab Emirates,UAE Pro League,Khor Fakkan,Turkey,1.Lig,Samsunspor,0,False
Alexandru Matan,Attacking Midfield,22,1.5,United States,MLS,Columbus Crew,Romania,SuperLiga,FC Rapid 1923,0,True
Arturo Calabresi,Right-Back,26,1.5,Italy,Serie A,US Lecce,Italy,Serie B,Pisa Sporting Club,0,False
Arnór Ingvi Traustason,Left Winger,29,1.5,United States,MLS,New England Revolution,Sweden,Allsvenskan,IFK Norrköping,0,False
Mark Diemers,Central Midfield,28,1.5,Netherlands,Eredivisie,Feyenoord Rotterdam,Netherlands,Eredivisie,FC Emmen,0,True
Salvatore Sirigu,Goalkeeper,35,1.5,Italy,Serie B,Genoa CFC,Italy,Serie A,SSC Napoli,0,False
Andrea Favilli,Centre-Forward,25,1.5,Italy,Serie B,Genoa CFC,Italy,Serie B,Ternana Calcio,0,True
Adrián Marín,Left-Back,25,1.5,Spain,LaLiga2,Granada CF,Portugal,Liga Portugal,Gil Vicente FC,0,False
Nahuel Ferraresi,Centre-Back,23,1.5,England,Premier League 2,Manchester City U21,Brazil,Série A,São Paulo Futebol Clube,0,True
Mateus Sarará,Defensive Midfield,20,1.5,Brazil,Série B,Grêmio Foot-Ball Porto Alegrense,Brazil,Série A,Avaí Futebol Clube (SC),0,True
Cristian Ortíz,Left Winger,29,1.5,Mexico,Liga MX Apertura,Club Tijuana,Argentina,Liga Profesional,Defensa y Justicia,0,True
Cristian Ortíz,Left Winger,29,1.5,Mexico,Liga MX Apertura,Club Tijuana,Argentina,Liga Profesional,Defensa y Justicia,0,True
Gaspar Campos,Left Winger,22,1.5,Spain,LaLiga2,Sporting Gijón,Spain,LaLiga2,Burgos CF,0,True
Liam Delap,Centre-Forward,19,1.5,England,Premier League 2,Manchester City U21,England,Championship,Stoke City,0,True
Federico Proia,Central Midfield,26,1.5,Italy,Serie C - A,LR Vicenza,Italy,Serie B,SPAL,0,True
Luther Singh,Left Winger,25,1.5,Denmark,Superligaen,FC Copenhagen,Portugal,Liga Portugal,GD Chaves,0,True
Islam Slimani,Centre-Forward,34,1.5,Portugal,Liga Portugal,Sporting CP,France,Ligue 1,Stade Brestois 29,0,False
Kevin Strootman,Central Midfield,32,1.5,France,Ligue 1,Olympique Marseille,Italy,Serie B,Genoa CFC,0,True
Brahima Ouattara,Attacking Midfield,19,1.5,France,N 3 - Corse-Méditer.,OGC Nice B,Switzerland,Challenge League,Neuchâtel Xamax FCS,0,False
Jordi Mboula,Right Winger,23,1.5,Spain,LaLiga,RCD Mallorca,Spain,LaLiga2,Racing Santander,0,True
Recep Niyaz,Attacking Midfield,27,1.5,Turkey,Süper Lig,Gaziantep FK,Turkey,1.Lig,Eyüpspor,0,False
Germán Valera,Right Winger,20,1.5,Spain,Segunda Federación - Gr. V,Atlético de Madrid B,Andorra,LaLiga2,FC Andorra,0,True
Antonio Barreca,Left-Back,27,1.5,Monaco,Ligue 1,AS Monaco,Italy,Serie B,Cagliari Calcio,0,False
Yayah Kallon,Right Winger,21,1.5,Italy,Serie B,Genoa CFC,Italy,Serie A,Hellas Verona,0,True
Marko Tolic,Attacking Midfield,26,1.5,Croatia,SuperSport HNL,GNK Dinamo Zagreb,Slovenia,Prva Liga,NK Maribor,0,True
Naby Sarr,Centre-Back,29,1.5,England,Championship,Huddersfield Town,England,Championship,Reading FC,0,False
Léo Sena,Defensive Midfield,26,1.5,Italy,Serie A,Spezia Calcio,Brazil,Série A,Goiás Esporte Clube,0,False
Szabolcs Schön,Left Winger,21,1.5,United States,MLS,FC Dallas,Hungary,NB I.,MOL Fehérvár FC,0,False
Peru Nolaskoain,Defensive Midfield,23,1.5,Spain,LaLiga,Athletic Bilbao,Spain,LaLiga2,SD Eibar,0,True
Ahmad Benali,Central Midfield,30,1.5,Italy,Serie C - C,FC Crotone,Italy,Serie B,Brescia Calcio,0,False
Roberto Insigne,Right Winger,28,1.5,Italy,Serie B,Benevento Calcio,Italy,Serie B,Frosinone Calcio,0,False
Felipe Caicedo,Centre-Forward,33,1.5,Italy,Serie B,Genoa CFC,Saudi Arabia,Professional League,Abha Club,0,False
Guido Carrillo,Centre-Forward,31,1.5,Spain,LaLiga,Elche CF,China,Super League,Henan Songshan Longmen,0,False
Simen Jukleröd,Left-Back,28,1.5,Belgium,Jupiler Pro League,KRC Genk,Norway,Eliteserien,Vålerenga Fotball,0,False
Mateusz Bogusz,Attacking Midfield,21,1.5,England,Premier League,Leeds United,Spain,LaLiga2,UD Ibiza,0,True
Ante Palaversa,Central Midfield,22,1.5,England,Premier League,Manchester City,France,Ligue 1,ESTAC Troyes,0,False
Amin Younes,Left Winger,29,1.5,Saudi Arabia,Professional League,Ettifaq FC,Netherlands,Eredivisie,FC Utrecht,0,True
Saido Berahino,Centre-Forward,29,1.5,England,League One,Sheffield Wednesday,Cyprus,Protathlima Cyta,AEL Limassol,0,False
Peter Zulj,Central Midfield,29,1.5,Turkey,Süper Lig,Basaksehir FK,China,Super League,Changchun Yatai,0,False
Simy,Centre-Forward,30,1.5,Italy,Serie A,US Salernitana 1919,Italy,Serie B,Benevento Calcio,0,True
Rick van Drongelen,Centre-Back,23,1.5,Germany,Bundesliga,1.FC Union Berlin,Germany,2. Bundesliga,FC Hansa Rostock,0,True
Aurélien Scheidler,Centre-Forward,24,1.5,France,Ligue 2,Dijon FCO,Italy,Serie B,SSC Bari,0,False
Matija Nastasić,Centre-Back,29,1.5,Italy,Serie A,ACF Fiorentina,Spain,LaLiga,RCD Mallorca,0,False
Check Oumar Diakité,Central Midfield,19,1.5,France,Ligue 2,Paris FC,France,Ligue 2,AC Le Havre,0,True
Federico Fernández,Centre-Back,33,1.5,England,Premier League,Newcastle United,Spain,LaLiga,Elche CF,0,False
Terence Kongolo,Centre-Back,28,1.5,England,Premier League,Fulham FC,France,Ligue 2,AC Le Havre,0,True
Juanjo Narváez,Centre-Forward,27,1.5,Spain,LaLiga2,Real Zaragoza,Spain,LaLiga,Real Valladolid CF,0,False
Mehdi Zerkane,Right Winger,23,1.5,France,Ligue 2,FC Girondins Bordeaux,Greece,Super League 1,OFI Crete FC,0,True
Christopher Scott,Attacking Midfield,20,1.2,Germany,Regionalliga Bayern,FC Bayern Munich II,Belgium,Jupiler Pro League,Royal Antwerp FC,1.4,False
Kerem Atakan Kesgin,Central Midfield,21,1.0,Turkey,Süper Lig,Sivasspor,Turkey,Süper Lig,Besiktas JK,1.4,False
Jesse Joronen,Goalkeeper,29,1.4,Italy,Serie B,Brescia Calcio,Italy,Serie B,Venezia FC,1.25,False
Nahuel Estévez,Central Midfield,26,1.4,Italy,Serie C - C,FC Crotone,Italy,Serie B,Parma Calcio 1913,1.0,False
Mirko Pigliacelli,Goalkeeper,29,1.4,Romania,SuperLiga,Universitatea Craiova,Italy,Serie B,Palermo FC,0.5,False
Juan Pablo Álvarez,Right Winger,26,1.4,Argentina,Liga Profesional,CA Banfield,Argentina,Liga Profesional,CA Colon,0.285,True
Luigi Sepe,Goalkeeper,31,1.4,Italy,Serie B,Parma Calcio 1913,Italy,Serie A,US Salernitana 1919,0,False
Tatsuhiro Sakamoto,Right Midfield,25,1.4,Japan,J1 League,Cerezo Osaka,Belgium,Jupiler Pro League,KV Oostende,0,False
Pablo Aguilar,Centre-Back,35,1.4,Mexico,Liga MX Apertura,CD Cruz Azul,Paraguay,Primera División Clausura,Club Libertad Asunción,0,False
Dor Peretz,Defensive Midfield,27,1.4,Italy,Serie B,Venezia FC,Israel,Ligat ha'Al,Maccabi Tel Aviv,0,False
Muhammet Demir,Centre-Forward,30,1.4,Turkey,Süper Lig,Gaziantep FK,Turkey,Süper Lig,Konyaspor,0,False
Tyronne Ebuehi,Right-Back,26,1.4,Portugal,Liga Sabseg,SL Benfica B,Italy,Serie A,FC Empoli,0,False
Fabio Maistro,Central Midfield,24,1.4,Italy,Serie A,SS Lazio,Italy,Serie B,SPAL,0,False
Kevin Varga,Left Winger,26,1.4,Turkey,Süper Lig,Kasimpasa,Turkey,Süper Lig,Hatayspor,0,False
Daniele Baselli,Central Midfield,30,1.4,Italy,Serie B,Cagliari Calcio,Italy,Serie B,Como 1907,0,False
José Kanté,Centre-Forward,31,1.4,Kazakhstan,Premier Liga,Kairat Almaty,China,Super League,Cangzhou Mighty Lions,0,False
Kenan Karaman,Centre-Forward,28,1.4,Turkey,Süper Lig,Besiktas JK,Germany,Bundesliga,FC Schalke 04,0,False
Claud Adjapong,Right-Back,24,1.4,Italy,Serie A,US Sassuolo,Italy,Serie B,Ascoli Calcio,0,False
Federico Barba,Centre-Back,29,1.4,Italy,Serie B,Benevento Calcio,Italy,Serie B,Pisa Sporting Club,0,False
Diogo Abreu,Central Midfield,19,0,Portugal,Without League,FC Porto U19,Portugal,Without League,Sporting CP B,1.3,False
Marko Raguz,Centre-Forward,24,0.8,Austria,Bundesliga,LASK,Austria,Bundesliga,Austria Vienna,1.3,False
Mateusz Wieteska,Centre-Back,25,1.3,Poland,Ekstraklasa,Legia Warszawa,France,Ligue 1,Clermont Foot 63,1.3,False
Jakub Piotrowski,Central Midfield,24,0.8,Germany,2. Bundesliga,Fortuna Düsseldorf,Bulgaria,efbet Liga,Ludogorets Razgrad,1.3,False
Jewison Bennette,Left Winger,18,0.275,Costa Rica,Primera División Apertura,CS Herediano,England,Championship,Sunderland AFC,1.3,False
Darko Nejasmic,Defensive Midfield,23,1.3,Croatia,SuperSport HNL,HNK Hajduk Split,Croatia,SuperSport HNL,NK Osijek,1.25,False
Ransford-Yeboah Königsdörffer,Right Winger,20,1.3,Germany,3. Liga,SG Dynamo Dresden,Germany,2. Bundesliga,Hamburger SV,1.2,False
Tobias Mohr,Left Winger,26,1.3,Germany,2. Bundesliga,1.FC Heidenheim 1846,Germany,Bundesliga,FC Schalke 04,1.0,False
Mahamé Siby,Defensive Midfield,26,1.3,France,Ligue 1,RC Strasbourg Alsace,Sweden,Allsvenskan,Malmö FF,1.0,False
Kingsley Ehizibue,Right-Back,27,1.3,Germany,Bundesliga,1. FC Köln,Italy,Serie A,Udinese Calcio,1.0,False
Fabrizio Caligara,Central Midfield,22,1.3,Italy,Serie B,Cagliari Calcio,Italy,Serie B,Ascoli Calcio,0.8,False
Kwadwo Duah,Centre-Forward,25,1.3,Switzerland,Super League,FC St. Gallen 1879,Germany,2. Bundesliga,1.FC Nuremberg,0.7,False
Xavier Mercier,Attacking Midfield,32,1.3,Belgium,Jupiler Pro League,Oud-Heverlee Leuven,Hungary,NB I.,Ferencvárosi TC,0.5,False
Adam Vlkanova,Attacking Midfield,27,1.3,Czech Republic,Fortuna Liga,FC Hradec Kralove,Czech Republic,Fortuna Liga,FC Viktoria Plzen,0.49,False
Radu Boboc,Right-Back,23,1.3,Romania,SuperLiga,FCV Farul Constanta,Romania,SuperLiga,FCSB,0.4,False
Alexandru Albu,Defensive Midfield,28,1.3,Romania,Liga 2,Concordia Chiajna,Romania,SuperLiga,FC Rapid 1923,0.15,False
Aleksandar Filipovic,Right-Back,27,1.3,Belarus,Vysheyshaya Liga,BATE Borisov,Serbia,Super liga Srbije,FK Partizan Belgrade,0.1,False
Andrei Ciobanu,Central Midfield,24,1.3,Romania,SuperLiga,FCV Farul Constanta,Romania,SuperLiga,FC Rapid 1923,0.1,False
Gastón Togni,Left Winger,24,1.3,Argentina,Liga Profesional,Club Atlético Independiente,Argentina,Liga Profesional,Defensa y Justicia,0.1,True
Vinícius,Left Winger,28,1.3,Brazil,Série B,Esporte Clube Bahia,Brazil,Série A,Goiás Esporte Clube,0.1,False
Filip Majchrowicz,Goalkeeper,22,1.3,Poland,Ekstraklasa,Radomiak Radom,Cyprus,Protathlima Cyta,Pafos FC,0.05,True
Marcel Lotka,Goalkeeper,21,1.3,Germany,Bundesliga,Hertha BSC,Germany,Bundesliga,Borussia Dortmund,0,False
Jamilu Collins,Left-Back,27,1.3,Germany,2. Bundesliga,SC Paderborn 07,Wales,Championship,Cardiff City,0,False
Ahmet Oguz,Right-Back,29,1.3,Turkey,Süper Lig,Sivasspor,Turkey,Süper Lig,Konyaspor,0,False
Paul Nebel,Right Winger,19,1.3,Germany,Bundesliga,1.FSV Mainz 05,Germany,2. Bundesliga,Karlsruher SC,0,True
Baptiste Guillaume,Centre-Forward,27,1.3,France,Ligue 2,Valenciennes FC,France,Ligue 2,EA Guingamp,0,False
Felipe Aguilar,Centre-Back,29,1.3,Brazil,Série A,Club Athletico Paranaense,Argentina,Liga Profesional,Club Atlético Lanús,0,True
Bradley Mazikou,Left-Back,26,1.3,Bulgaria,efbet Liga,CSKA-Sofia,Greece,Super League 1,Aris Thessaloniki,0,False
Gianni Bruno,Centre-Forward,30,1.3,Belgium,Jupiler Pro League,KAA Gent,Belgium,Jupiler Pro League,Sint-Truidense VV,0,True
Natanael,Left-Back,31,1.3,Brazil,Série A,Sport Club Internacional,Brazil,Série A,Avaí Futebol Clube (SC),0,False
Andrea La Mantia,Centre-Forward,31,1.3,Italy,Serie A,FC Empoli,Italy,Serie B,SPAL,0,True
Thomas Didillon,Goalkeeper,26,1.3,Belgium,Jupiler Pro League,Cercle Brugge ,Monaco,Ligue 1,AS Monaco,0,True
Ronwen Williams,Goalkeeper,30,1.3,South Africa,DStv Premiership,SuperSport United,South Africa,DStv Premiership,Mamelodi Sundowns FC,0,False
Tomás Esteves,Right-Back,20,1.3,Portugal,Liga Sabseg,FC Porto B,Italy,Serie B,Pisa Sporting Club,0,True
Marco Mancosu,Attacking Midfield,33,1.3,Italy,Serie B,SPAL,Italy,Serie B,Cagliari Calcio,0,False
Luca Vignali,Right-Back,26,1.3,Italy,Serie A,Spezia Calcio,Italy,Serie B,Como 1907,0,False
Yeison Gordillo,Defensive Midfield,30,1.3,Argentina,Liga Profesional,CA San Lorenzo de Almagro,Colombia,Liga DIMAYOR II,Junior FC,0,False
Axel Bamba,Centre-Back,23,1.3,France,Ligue 2,Paris FC,Spain,LaLiga2,Sporting Gijón,0,False
Bright Arrey-Mbi,Centre-Back,19,1.3,Germany,Bundesliga,Bayern Munich,Germany,2. Bundesliga,Hannover 96,0,True
Amir Richardson,Central Midfield,20,1.3,France,Ligue 2,AC Le Havre,France,Ligue 1,Stade Reims,0,False
Amir Richardson,Central Midfield,20,1.3,France,Ligue 1,Stade Reims,France,Ligue 2,AC Le Havre,0,True
Jacopo Da Riva,Central Midfield,21,1.3,Italy,Serie A,Atalanta BC,Italy,Serie B,Como 1907,0,True
Dzenan Pejcinovic,Centre-Forward,17,0,Germany,U19-BL S/SW,FC Augsburg U19,Germany,Bundesliga,VfL Wolfsburg,1.25,False
Rildo,Attacking Midfield,22,0.45,Brazil,Série B,Grêmio Foot-Ball Porto Alegrense,Portugal,Liga Portugal,CD Santa Clara,1.25,False
Craig Goodwin,Left Winger,30,1.25,Saudi Arabia,Professional League,Abha Club,Australia,A-League Men,Adelaide United,0,False
Nuno Da Costa,Centre-Forward,31,1.2,England,Premier League,Nottingham Forest,France,Ligue 1,AJ Auxerre,2.0,False
Kings Kangwa,Central Midfield,23,1.2,Russia,1.Division,Arsenal Tula,Serbia,Super liga Srbije,Red Star Belgrade,1.5,False
Jonathan Asp,Central Midfield,16,0,Denmark,Without League,FC Midtjylland Youth,Germany,U17-Bundesliga Süd/Südwest,FC Bayern Munich U17 ,1.2,False
Krystof Danek,Attacking Midfield,19,0.9,Czech Republic,Fortuna Liga,SK Sigma Olomouc,Czech Republic,Fortuna Liga,AC Sparta Prague,1.2,False
Eduardo Santos,Centre-Back,24,0.8,Czech Republic,FNL,MFK Karvina,Czech Republic,Fortuna Liga,SK Slavia Prague,1.2,False
Olakunle Olusegun,Left Winger,20,0.7,Bulgaria,efbet Liga,Botev Plovdiv,Russia,Premier Liga,FK Krasnodar,1.2,False
Martin Ádám,Centre-Forward,27,0.9,Hungary,NB I.,Paksi FC,"Korea, South",K League 1,Ulsan Hyundai,1.2,False
Sebastian Sebulonsen,Right-Back,22,0.9,Norway,Eliteserien,Viking Stavanger,Denmark,Superligaen,Bröndby IF,1.2,False
Andrija Novakovich,Centre-Forward,25,1.0,Italy,Serie B,Frosinone Calcio,Italy,Serie B,Venezia FC,1.2,False
Hugo Moura,Defensive Midfield,24,1.0,Brazil,Série A,Clube de Regatas do Flamengo,Brazil,Série A,Club Athletico Paranaense,1.2,False
Leif Davis,Left-Back,22,0.8,England,Premier League,Leeds United,England,League One,Ipswich Town,1.2,False
Isak Dybvik Määttä,Left-Back,20,0.5,Norway,Eliteserien,Aalesunds FK,Netherlands,Eredivisie,FC Groningen,1.2,False
Philippe Keny,Centre-Forward,23,1.2,Turkey,1.Lig,Bandirmaspor,Turkey,Süper Lig,Basaksehir FK,1.2,False
Will Lankshear,attack,17,0,England,Without League,Sheffield United U18,England,U18 Premier League,Tottenham Hotspur U18,1.2,False
Emmanuel Martínez,Left Winger,28,1.2,Ecuador,Serie A Segunda Etapa,Barcelona SC Guayaquil,Brazil,Série A,América Futebol Clube (MG),1.17,False
